lgb,xgb,cat,hgb
0.057023150655974415,0.032822828739881516,0.02846132125555848,0.039956196611294105
0.10208385388430771,0.08643873780965805,0.0874947694243671,0.11035759060143556
0.11570033588791613,0.13553069531917572,0.1140781622129766,0.11919818977469929
0.17653617047023068,0.1296696960926056,0.13864396348196187,0.18687472878260222
0.12062293303330095,0.15356342494487762,0.1716038106510639,0.1351032095260076
0.36323000299148417,0.32169339060783386,0.3044668954834003,0.2958064335762336
0.1168256141566624,0.14365123212337494,0.1278358489708527,0.12047043669147481
0.11343393933764864,0.10372740030288696,0.09971615519512889,0.1213260368369386
0.1865922743201954,0.17871852219104767,0.16904326299377664,0.19704946851140653
0.10393724033259674,0.09945303946733475,0.09647957023882227,0.07172546632294317
0.14801650029512173,0.12208031117916107,0.13885447657969688,0.15653898264319008
0.11094599226236006,0.10090617835521698,0.09911495019759964,0.13893402052468623
0.1998736628444589,0.23172622919082642,0.2338741685104196,0.21313504971819294
0.3254617209146936,0.3203447163105011,0.344270240425559,0.31994346250988004
0.11884750540451117,0.1769205778837204,0.16344059577833422,0.16200148542988474
0.034479606771460496,0.047183889895677567,0.04691474410079182,0.04092702318526017
0.06533373156571741,0.034402377903461456,0.023307038106833797,0.027996275373426246
0.17935744281328958,0.1065979152917862,0.13604780608862718,0.15368601583862185
0.2627853289867669,0.29063743352890015,0.2684926215500049,0.27729846576644684
0.2013355349036669,0.2819628417491913,0.2875685664277315,0.317220288996271
0.1877707049697873,0.14530402421951294,0.15327202484564378,0.20437079179029188
0.15802054005135652,0.15449362993240356,0.16298860692443434,0.18274148337903873
0.15216014586327126,0.15010669827461243,0.14045765560288895,0.14660752750612713
0.09780597192294715,0.10844891518354416,0.11122045007889728,0.1530812442778013
0.14544483837966757,0.15708531439304352,0.15467932723180164,0.13285690728629013
0.0714660975785735,0.09727830439805984,0.08485233457843458,0.08796731072704429
0.18784200698311954,0.17582716047763824,0.1832145934078783,0.2208693887191097
0.18605613437032212,0.18212023377418518,0.17437436796574896,0.20338602655558857
0.09614668491177474,0.08249691873788834,0.08676098628119266,0.09870737272133054
0.127922011209355,0.1315689980983734,0.12191351923546473,0.12034143010358259
0.04778936729380635,0.059386108070611954,0.05193291382684662,0.04244300038071373
0.052011009536740246,0.045987434685230255,0.04402105969068929,0.04222446257155384
0.14208514131234265,0.13122545182704926,0.1354115049110855,0.11180203927191402
0.09218801911205445,0.06349597126245499,0.07291318709091867,0.10237820984664504
0.3134855829731817,0.2578301429748535,0.28867068547551916,0.3707103097109759
0.1692133835095977,0.2296559065580368,0.20693257442162322,0.16335683675662324
0.04303553592226583,0.06545481085777283,0.03899047934869158,0.030014248000846674
0.028873738738906876,0.031243594363331795,0.020357826997714344,0.021057411485573867
0.08841367949418633,0.09498707205057144,0.08694729833307563,0.0681940031371032
0.19179769718160547,0.18666963279247284,0.18931256840572347,0.13631240273673084
0.21226353293842098,0.21949157118797302,0.18972070592788956,0.20279654463753863
0.13924540083204892,0.1980857104063034,0.1951837368264776,0.1275503346005119
0.15163877262397554,0.15296348929405212,0.13784930570120135,0.1365034897307841
0.13125877611342948,0.13497905433177948,0.12768392778496432,0.10416404649199525
0.0978858895780272,0.11246985197067261,0.09461401183409172,0.0903794117496581
0.0817516552315617,0.08846345543861389,0.089783989300149,0.11419244861874434
0.13158472495233156,0.14573359489440918,0.15298248314772994,0.14605610578730238
0.13696155012053426,0.1681477278470993,0.16173071996890545,0.23358237589299116
0.07726104554543495,0.03451364114880562,0.0411818026950438,0.04329383902654125
0.11790178484989906,0.1717873215675354,0.15308742362368374,0.18809197663328447
0.22363677349183325,0.2450113445520401,0.2416008931210813,0.22474848458658195
0.3280141170383108,0.2712417244911194,0.27812915046493464,0.29738970957271876
0.16081418537081496,0.13619332015514374,0.15227060815279547,0.1795319449111132
0.15720815141050487,0.18029332160949707,0.1626253007375453,0.18424833483395944
0.3428687631431053,0.3013000190258026,0.3986929052275115,0.39033254717717314
0.24910037383373498,0.20248788595199585,0.21801990346107256,0.23761933478334268
0.16790577253068023,0.1495201736688614,0.16071848270072975,0.1741900709834795
0.10830431092518189,0.12434573471546173,0.12406785095635331,0.12084115081960009
0.027110661703717173,0.047916729003190994,0.056153478658454256,0.022563867206319217
0.10370217909551757,0.09975206851959229,0.10106976064159584,0.11380335552476399
0.12732502309496438,0.13363441824913025,0.12228343616441972,0.11933293356967917
0.03356299524144436,0.0405920185148716,0.03670013059444181,0.03928474202493803
0.059273654360606026,0.04877226799726486,0.0423011953479417,0.06974483425080245
0.09136510897830503,0.06346578150987625,0.06348327289430457,0.08822427883427926
0.07718902700573697,0.030921736732125282,0.030935251859735,0.051364587667167776
0.19404977719737473,0.144675150513649,0.15967034824421614,0.18372886929669635
0.17241053326496714,0.1799704134464264,0.09144840377471779,0.1401562926435271
0.20442813305218963,0.33311596512794495,0.3226020300797875,0.2731539386122276
0.12101036055472002,0.15066812932491302,0.16114072822419698,0.1356624391257468
0.14499893871715247,0.15787172317504883,0.13961172841004685,0.13450285722761585
0.2723262109764471,0.22171124815940857,0.25035652557993987,0.2619616982997306
0.2786656273269445,0.3612059950828552,0.31546518371537585,0.28381672706262207
0.1593402571999205,0.1551687866449356,0.1670883788046299,0.12734882790765195
0.11163019577855221,0.09713644534349442,0.10375466232247568,0.10746168117601018
0.19785629085415102,0.18507079780101776,0.18065728860193567,0.14032961682046693
0.09379378484741052,0.09896644204854965,0.07512743726544723,0.11503891860496655
0.0984710515032128,0.09451614320278168,0.09653943024409999,0.11531079485328577
0.05270580835960329,0.02469070628285408,0.020528309510206705,0.023612724402854047
0.3060623729715196,0.22855377197265625,0.29907210923454874,0.2107770513267306
0.1464808348297717,0.17429719865322113,0.1602323213568426,0.14846362777957525
0.12298613250896644,0.12576830387115479,0.11544330986066662,0.09644367995941429
0.13653892282664282,0.08910845965147018,0.0917223609178312,0.17030609213515088
0.2224549391932617,0.26225608587265015,0.2721031632157797,0.34783183846472066
0.18430585132884647,0.2122078835964203,0.2138688340323216,0.236042005409581
0.28105590777803613,0.27326756715774536,0.26068640914094304,0.24950882626682333
0.08574899724898574,0.10342172533273697,0.10354318026517559,0.10411942956501581
0.25890691174019953,0.2557366192340851,0.2682247849129421,0.24811566733018095
0.23432774512163804,0.23294556140899658,0.23364030963782106,0.22201862322881039
0.19262694333437877,0.20249873399734497,0.20427162026392517,0.1388235389091055
0.12784022821232427,0.19598357379436493,0.20056786624446413,0.10630694094103184
0.13916032916008658,0.11493725329637527,0.10858911088973006,0.11897670681400122
0.1506604531936289,0.13847167789936066,0.13439730585659748,0.15757159632990514
0.12791972429670864,0.09125248342752457,0.06243310653653219,0.07533040882148587
0.34051781203367554,0.3120381832122803,0.29972154546169927,0.38291552696719333
0.14076885175838388,0.07303570955991745,0.07968800691221159,0.10246930519662857
0.1407719526091469,0.12409522384405136,0.13065668795210122,0.11631145049773682
0.11609309520799906,0.13946828246116638,0.13714005561608317,0.08616951681450609
0.09203623364940364,0.10331791639328003,0.11326404508712537,0.08087203176157913
0.23305153923619085,0.22209011018276215,0.20353525169875372,0.20607750403447658
0.21157686226711345,0.26241669058799744,0.21824870698039164,0.26566174701434403
0.1554128494021209,0.19633907079696655,0.18491293063952938,0.11144350008121452
0.37090607751916255,0.3303493559360504,0.3484806000669208,0.3815049687008427
0.06332303712903325,0.05819055065512657,0.05643625965940508,0.05445472046003791
0.12897319369507285,0.16253577172756195,0.1640430745965,0.10874089715300142
0.0381771421785962,0.09888427704572678,0.08202181756043254,0.08118684093110702
0.14689749926091902,0.151597797870636,0.16227299204073906,0.1858661580953458
0.2130066709516667,0.2657315731048584,0.2413133936512024,0.16961961227234626
0.2002424058769674,0.2047453373670578,0.21005574815674963,0.19635967723815861
0.1706101012812764,0.1335473209619522,0.16063424208249896,0.20916710340334452
0.1458003897954036,0.21513628959655762,0.2062200364412305,0.18961120644490895
0.15766823102506905,0.16006921231746674,0.15373466323006418,0.14331989706151685
0.18632438983657268,0.2197314351797104,0.23865808308283973,0.28879233115136205
0.3412309993582165,0.2726336717605591,0.33906171008271613,0.30292027122701115
0.2014405309242865,0.15009622275829315,0.14304691091039698,0.19712863301813247
0.30150593637957795,0.3293578028678894,0.27863079235628047,0.3214417236240648
0.02889101460071705,0.04951765388250351,0.02961322293852928,0.022290805267788146
0.0623621651995799,0.042909763753414154,0.0444463402579664,0.027711013869112993
0.1916110086513188,0.20076662302017212,0.19369355486866163,0.21767295656573918
0.0552897846095846,0.0950240045785904,0.07125454430638317,0.07092775418998781
0.04810106641297726,0.04444175958633423,0.031043554878414977,0.02744484579726933
0.17052103931811377,0.30464300513267517,0.23405519277917858,0.17357698307650726
0.20553406127057214,0.27830731868743896,0.22897622237567292,0.21672097887293948
0.27542072774131354,0.28836625814437866,0.28777796928927724,0.278791406966008
0.09101765909630931,0.13483397662639618,0.14270368910097203,0.09468984880685233
0.12062537547461981,0.1856280416250229,0.1402428240480662,0.11462917139977183
0.05804824485218197,0.07532485574483871,0.06906586427971838,0.06147132128447979
0.03833147194164209,0.03326532989740372,0.023461515338034096,0.024171556079853534
0.13343978874151557,0.11905641108751297,0.11711374186003447,0.1567178671441373
0.11071478298536543,0.09933013468980789,0.10762922357384896,0.09768058990419408
0.07577411332165454,0.06367609649896622,0.0640597899221542,0.07373814242640304
0.3566573392544663,0.3663398325443268,0.3386775178062686,0.3093614772431663
0.22305691880943085,0.2725376784801483,0.23914608760400666,0.22035250046867907
0.14725468116840085,0.1718205064535141,0.062185665690407836,0.15538841290685318
0.343506738918717,0.26156482100486755,0.3057107058269755,0.41294821583370744
0.20132800153420047,0.25373339653015137,0.25392141414901814,0.20805153203834426
0.2026752898142304,0.20093756914138794,0.1935782228905446,0.15665623894724914
0.20738648292698755,0.188263937830925,0.22292241141257932,0.27812713073411266
0.1060208276751041,0.09099586308002472,0.09745538707224778,0.10911258812984603
0.1372363372135982,0.1312021017074585,0.14480687589089286,0.1429776937163369
0.2532654196082917,0.2688142955303192,0.2928618499220554,0.24428222193297788
0.22989205142871466,0.29000934958457947,0.2898918624132946,0.29651636763387457
0.047477478516970775,0.05939130112528801,0.04085331141867844,0.030924188597228147
0.14913177438175365,0.19415463507175446,0.19286076300422464,0.15405017274142477
0.19771207211392858,0.2917453348636627,0.3099468435908529,0.2874814081380081
0.2921884228977433,0.31228792667388916,0.30134063101833153,0.30701233183771115
0.07966650719988018,0.12113751471042633,0.10643196905389433,0.099619435049063
0.05392902781058504,0.06402171403169632,0.054305765483925524,0.03417190307422015
0.14560276416233958,0.17545641958713531,0.16162777401024883,0.15238038675302856
0.2459370772636602,0.24735040962696075,0.2556112922540749,0.27353361251392866
0.12979478338357203,0.12531283497810364,0.10286936091840714,0.08090639759627882
0.1512903046761295,0.1474602222442627,0.1566890512145982,0.13847865058227962
0.24802754726930323,0.18788784742355347,0.23799465088893995,0.32122234579862713
0.054748242553108575,0.09649020433425903,0.09356893880298253,0.0786697912139928
0.11040132013321534,0.1282750368118286,0.12323214764959706,0.1109282446841251
0.17016563503996546,0.21644486486911774,0.1954226758025438,0.19752625812952357
0.2781065815437797,0.2773808538913727,0.2880145157706517,0.24578842934190812
0.09653360028290012,0.11288861185312271,0.10318850192947157,0.1052520680306959
0.10402459501084144,0.10995763540267944,0.11797874986872292,0.10712376916310681
0.05281100030540963,0.08005902916193008,0.08225196802386954,0.0799176072297745
0.043928119195355955,0.04593997076153755,0.03076744177184245,0.04057088762941188
0.13660550970040392,0.11783606559038162,0.12002642918409845,0.11129837210708364
0.09568014246294783,0.0772382915019989,0.07509163023201894,0.0720379192784707
0.05194173571674859,0.05775122717022896,0.043736512153052534,0.03488143226800271
0.2606300847544709,0.23681288957595825,0.2097042795127437,0.20168226508230996
0.0936555932691488,0.11533743888139725,0.10517381553318966,0.12940349037081
0.1492940376670239,0.14477655291557312,0.14912376677027625,0.14749046030237106
0.1359166470527181,0.15034006536006927,0.15813650388006015,0.21534874908093465
0.3891142852798986,0.2874681055545807,0.30120917124205737,0.303942351895124
0.1712885181057069,0.2901865839958191,0.271780765353889,0.15037538427216915
0.047367932193641965,0.06289749592542648,0.05143766460856822,0.04745886055865039
0.35993029497155055,0.2842513620853424,0.27787719230704616,0.34463134544397533
0.08574966771664523,0.11745471507310867,0.10309193461460973,0.09085837877474395
0.16444776478586876,0.1860019713640213,0.17539994584576638,0.1406202281683112
0.3978853114190738,0.39479413628578186,0.3657460917983383,0.36156231882677187
0.3256798976222966,0.3668510317802429,0.32872630065204034,0.37611241138952994
0.07989173500020347,0.0358918234705925,0.02856338318682462,0.03741021054197005
0.372561286037864,0.3310481309890747,0.35812957731079303,0.36797297146251656
0.11187628977400232,0.12402578443288803,0.12097824487019683,0.10857886986061652
0.14720278053353644,0.14703330397605896,0.14995728333091402,0.14996852958225243
0.14189201007088992,0.13528795540332794,0.1371112002675685,0.1730973881519917
0.22400280221094274,0.3252720534801483,0.4427268144243069,0.2688338967980515
0.2089819159145685,0.19099287688732147,0.22882739837587543,0.24989082716194924
0.2090552099084898,0.17188352346420288,0.15329114956306983,0.2424547818511443
0.09787841083097416,0.13356131315231323,0.1344159040146788,0.12680813560731533
0.2154377416706974,0.24563562870025635,0.2639204193030493,0.2725500644225676
0.07085631429079173,0.059750717133283615,0.05365777258456028,0.0576258500209208
0.20046765315756238,0.19237205386161804,0.20437602493600956,0.22426234040163937
0.027495777211001295,0.030793048441410065,0.021273046185348407,0.024944537104966445
0.10648601700834821,0.09988649934530258,0.08853150057518035,0.09422772411032444
0.07607528913452898,0.06515395641326904,0.07637584080228016,0.06307685834471909
0.06828149805992981,0.056478165090084076,0.041905982575597196,0.04115838707929429
0.15778755851971538,0.14561817049980164,0.14107484107795729,0.15289912059853705
0.14914207059982387,0.1415780782699585,0.12832132625199535,0.12795440937592606
0.15490297246210466,0.1247255727648735,0.1399365465084367,0.1362863915516667
0.21349514155428784,0.21359950304031372,0.2647718409620813,0.2911705454182325
0.1312552872645862,0.12413232028484344,0.12596550577239757,0.12649284696597357
0.16060953487891197,0.1262122541666031,0.13207008720988608,0.15209485038480633
0.30304085992833285,0.3458574116230011,0.5105357911257333,0.3627511251215858
0.10455799497343193,0.10884866863489151,0.10200796336389802,0.12533534946022779
0.09660434298187844,0.09326261281967163,0.08766061015019316,0.11076160203377304
0.07362741399374204,0.06517200917005539,0.07852497886440421,0.06914945920708915
0.05627219951764187,0.09305301308631897,0.07683256267730292,0.07456376471523571
0.3088694827947404,0.2325362116098404,0.2390853204667109,0.3210294160830732
0.08272775092885028,0.10168316215276718,0.08574334888185872,0.10242782631570901
0.32871177908353433,0.3002583980560303,0.36410188615428235,0.26904841246641553
0.06756715254160409,0.09359924495220184,0.06396524360975783,0.06335656664362448
