feature,fraud_rate_at_0,fraud_rate_at_1,difference,variance,info
gender__marital_status__high_education_ind__living_status__vehicle_color__claim_date.month__claim_date.dayofweek_present,0.20054373900527747,0.1356942198008002,-0.06484951920447726,0.22672244445679085,0.05881136606354675
marital_status__high_education_ind__living_status__vehicle_color__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.19876660341555977,0.13626241863651936,-0.0625041847790404,0.22791088393799658,0.05698153601125988
gender__marital_status__high_education_ind__living_status__vehicle_color__claim_date.year__claim_date.month__state_present,0.18656215005599106,0.1303197353914002,-0.056242414664590845,0.24999876536350787,0.05624213690884065
gender__marital_status__high_education_ind__accident_site__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.18966428760243192,0.13542265669925244,-0.05424163090317949,0.24366675926440357,0.05286752967757468
gender__marital_status__high_education_ind__living_status__vehicle_category__vehicle_color__claim_date.dayofweek__state_present,0.18809614650896606,0.1350498175002466,-0.053046329008719445,0.24602364020223347,0.05220260384836197
marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.18882696390658174,0.13618119266055045,-0.05264577124603129,0.24339841102283466,0.051255588273422616
gender__marital_status__high_education_ind__vehicle_category__vehicle_color__claim_date.month__state_present,0.1926935169935619,0.13788534581750728,-0.05480817117605463,0.23338629615225534,0.05116590427863277
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_category__vehicle_color__state_present,0.19561332250203087,0.1387927395525538,-0.05682058294947706,0.22503094307708454,0.05114555746924213
marital_status__high_education_ind__vehicle_category__vehicle_color__claim_date.year__claim_date.month__state_present,0.19205101586830786,0.13795860353557787,-0.05409241233272999,0.23429064269002603,0.050693384200356795
gender__marital_status__high_education_ind__living_status__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.2027766914352757,0.14054012106161726,-0.062236570373658456,0.20340328783697856,0.05063649215079849
gender__marital_status__high_education_ind__accident_site__channel__vehicle_category__claim_date.month__state_present,0.18871464951078945,0.13663535439795046,-0.052079295112838986,0.24270323351297296,0.05055925329184957
marital_status__high_education_ind__address_change_ind__living_status__vehicle_color__claim_date.year__claim_date.month__state_present,0.18399818161154677,0.13357243777850233,-0.050425743833044434,0.24988918828823825,0.050403392781080435
gender__marital_status__high_education_ind__living_status__accident_site__vehicle_category__claim_date.month__state_present,0.1991579718103606,0.14038446199250218,-0.05877350981785842,0.2113994944163565,0.04969876104228014
marital_status__high_education_ind__accident_site__vehicle_color__claim_date.year__claim_date.month__state_present,0.19346694019252011,0.1390722798593844,-0.054394660333135725,0.22812511497552326,0.04963515257020449
gender__marital_status__high_education_ind__living_status__channel__vehicle_category__claim_date.month__state_present,0.20096339113680153,0.1409055425448868,-0.060057848591914736,0.20520862270126114,0.049297553567790794
marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.month__state_present,0.1927448232912969,0.1390688433963894,-0.05367597989490752,0.22951605644758039,0.04927799692575514
gender__marital_status__high_education_ind__living_status__vehicle_color__claim_date.month__state_present,0.21195916383082158,0.14230159873253637,-0.06965756509828522,0.1763277095641116,0.04913023563037453
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_category__claim_date.dayofweek__state_present,0.1927409261576971,0.13921433494141972,-0.0535265912162774,0.2290199332061658,0.04903462538042236
gender__marital_status__high_education_ind__vehicle_category__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.18613786112519007,0.13642659279778394,-0.04971126832740613,0.2462245927242871,0.04896054719089331
gender__marital_status__high_education_ind__address_change_ind__living_status__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.17997025285076848,0.1305116866708781,-0.04945856617989039,0.2463802772993561,0.0487424610009198
marital_status__high_education_ind__living_status__accident_site__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.1867917155138726,0.13697568536278212,-0.049816030151090485,0.2446113395188621,0.048742263459081066
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_color__claim_date.year__claim_date.dayofweek_present,0.19503188989593823,0.14000996512207275,-0.05502192477386547,0.22145130285015832,0.048738707705983646
gender__marital_status__high_education_ind__accident_site__vehicle_color__claim_date.month__state_present,0.1927009595721252,0.1393970626127287,-0.053303896959396524,0.228452664036891,0.04870966905568828
gender__marital_status__high_education_ind__accident_site__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.1874748558401502,0.13753201176135824,-0.04994284407879196,0.24266518201628481,0.048477557395163934
gender__marital_status__high_education_ind__vehicle_color__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.19300207700910688,0.13968145813814836,-0.053320618870958514,0.22682407973282473,0.04837760122475941
gender__marital_status__high_education_ind__living_status__policy_report_filed_ind__vehicle_category__claim_date.year__claim_date.month__state_present,0.18703605514316013,0.13743305279265494,-0.04960300235050519,0.24347051379397625,0.048307473872005235
gender__marital_status__high_education_ind__channel__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.18836757357023876,0.13810670618747684,-0.05026086738276192,0.24005773160237293,0.048262039249094085
marital_status__high_education_ind__living_status__channel__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.18790201176953605,0.13794070887496493,-0.049961302894571125,0.24116695063305993,0.04819606027495355
