feature,fraud_rate_at_0,fraud_rate_at_1,difference,variance,info
gender__marital_status__high_education_ind__living_status__vehicle_color__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.19249956992946843,0.14187248707639288,-0.050627082853075545,0.21866347821792567,0.04428117611472241
gender__marital_status__high_education_ind__living_status__accident_site__policy_report_filed_ind__vehicle_category__vehicle_color__claim_date.year__state_present,0.19164827703276183,0.14196052522916838,-0.049687751803593444,0.220179266132069,0.04376085091147037
marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.year__claim_date.month__state_present,0.19141746916708904,0.14195844714841488,-0.049459022018674165,0.22071423412411795,0.043665240661518216
witness_present_ind__channel__policy_report_filed_ind__vehicle_color__claim_date.month__claim_date.dayofweek__state_present,0.13592677345537757,0.17926565874730022,0.043338885291922646,0.24980523609336322,0.043305121889487694
gender__marital_status__high_education_ind__living_status__accident_site__vehicle_category__vehicle_color__claim_date.year__claim_date.month_present,0.1864754098360656,0.1409383954154728,-0.0455370144205928,0.2355062194813292,0.04289700045064232
gender__marital_status__high_education_ind__living_status__accident_site__channel__policy_report_filed_ind__vehicle_category__claim_date.year__claim_date.month_present,0.19358386801099908,0.14284575528098845,-0.05073811273001064,0.21122462050360824,0.04286855442586317
gender__marital_status__high_education_ind__channel__vehicle_category__claim_date.month__claim_date.dayofweek__state_present,0.18252850006404508,0.1396056116943,-0.04292288836974509,0.24562090177849386,0.042171034193257656
marital_status__high_education_ind__living_status__vehicle_category__vehicle_color__claim_date.year__claim_date.month__claim_date.dayofweek_present,0.18169415850179835,0.13917681392774478,-0.04251734457405357,0.24730395824459386,0.04205883042885101
marital_status__high_education_ind__living_status__vehicle_category__vehicle_color__claim_date.year__claim_date.month__state_present,0.188069726531265,0.14233421299055077,-0.04573551354071423,0.22672244445679088,0.04147706971374956
gender__marital_status__high_education_ind__living_status__accident_site__vehicle_color__claim_date.year__claim_date.dayofweek__state_present,0.18531007183697404,0.14169424814384113,-0.04361582369313291,0.23535862794846626,0.041061441685031876
